spi_get_time,append_time,sleep_time,data_4000_get,write_csv,one_loop_total
0.000113964080811,3.33786010742e-06,0.000109195709229,1.0275323391,0.119814634323,1.16162443161
0.000113010406494,3.57627868652e-06,0.00010871887207,0.957594156265,0.119644403458,1.09127283096
0.000115394592285,3.81469726562e-06,0.00010871887207,0.961892366409,0.11789894104,1.09381866455
0.00011944770813,3.57627868652e-06,0.000123500823975,0.925843954086,0.123810768127,1.06431651115
0.000117063522339,3.33786010742e-06,0.000129461288452,0.9380235672,0.128655910492,1.08198618889
0.000113487243652,3.81469726562e-06,0.000109195709229,0.938232660294,0.120587587357,1.07317185402
0.00011420249939,3.57627868652e-06,0.000110387802124,0.935456514359,0.118928909302,1.06851768494
0.000116586685181,4.05311584473e-06,0.000122308731079,0.888102531433,0.116921901703,1.01973390579
8.74996185303e-05,3.57627868652e-06,0.000122785568237,0.962863922119,0.117451429367,1.09488511086
0.00011420249939,3.81469726562e-06,0.00010871887207,0.961884260178,0.130608558655,1.10694861412
0.00012993812561,3.81469726562e-06,0.000109195709229,0.971898317337,0.121126174927,1.10781860352
0.000120401382446,3.81469726562e-06,0.000122547149658,0.844304323196,0.121427297592,0.980385780334
0.000116586685181,3.81469726562e-06,0.000122308731079,0.949898719788,0.117415428162,1.08182621002
0.000106811523438,3.57627868652e-06,0.000122547149658,0.846150875092,0.119827270508,0.979233026505
9.46521759033e-05,3.09944152832e-06,0.000104427337646,0.903944015503,0.112177610397,1.02789545059
0.000124454498291,4.05311584473e-06,0.000109434127808,0.906144380569,0.132029056549,1.05248045921
0.000117301940918,3.81469726562e-06,0.000122785568237,0.901765108109,0.121728181839,1.03799271584
0.00011420249939,3.57627868652e-06,0.000110149383545,0.910143136978,0.125882387161,1.05155825615
0.00011420249939,3.57627868652e-06,0.000110387802124,0.964544773102,0.128723621368,1.10782456398
0.000114679336548,3.57627868652e-06,0.000109672546387,0.91420507431,0.112504243851,1.04111385345
6.93798065186e-05,2.14576721191e-06,9.6321105957e-05,0.784831285477,0.11326622963,0.907313585281
6.55651092529e-05,1.90734863281e-06,0.000100612640381,0.811905860901,0.107678413391,0.927884578705
6.86645507812e-05,2.38418579102e-06,9.65595245361e-05,0.810979366302,0.139584779739,0.960018157959
8.32080841064e-05,2.14576721191e-06,9.75131988525e-05,0.907656908035,0.127382516861,1.04444026947
5.43594360352e-05,1.90734863281e-06,0.000103235244751,0.884125947952,0.110761404037,1.0030810833
0.000112295150757,2.86102294922e-06,0.00011157989502,0.910706520081,0.101938009262,1.02673411369
0.000125646591187,3.57627868652e-06,0.000113487243652,0.867969036102,0.119060754776,0.997716426849
8.13007354736e-05,1.66893005371e-06,0.000100612640381,0.874761104584,0.121219873428,1.00420999527
9.01222229004e-05,2.86102294922e-06,9.98973846436e-05,0.922873258591,0.120598316193,1.05536055565
0.000102519989014,2.38418579102e-06,0.000105857849121,0.898252010345,0.102526903152,1.01360964775
9.6321105957e-05,3.09944152832e-06,0.000103235244751,0.872881412506,0.114650726318,0.999767780304
8.74996185303e-05,3.81469726562e-06,0.000121355056763,0.983449697495,0.12335395813,1.12160134315
0.000115394592285,3.33786010742e-06,0.000108957290649,0.918742656708,0.124867677689,1.05841398239
0.000114917755127,3.81469726562e-06,0.000110387802124,0.990330219269,0.128982782364,1.13466858864
0.000125646591187,3.81469726562e-06,0.000109910964966,1.04589080811,0.125003099442,1.18529510498
0.000113964080811,3.57627868652e-06,0.000109672546387,0.966205596924,0.112959623337,1.09378623962
0.000113964080811,3.81469726562e-06,0.000109910964966,0.983379125595,0.130975723267,1.12911510468
0.000113725662231,3.81469726562e-06,0.000109434127808,0.93599152565,0.126154661179,1.07670497894
0.000104188919067,3.57627868652e-06,0.000109434127808,0.991925477982,0.120982646942,1.12766909599
8.96453857422e-05,3.57627868652e-06,0.000127077102661,0.937234163284,0.120989084244,1.07283234596
0.000125646591187,3.57627868652e-06,0.000108957290649,0.965474843979,0.116438865662,1.09662413597
0.000136375427246,4.29153442383e-06,0.00011134147644,0.992057561874,0.13116812706,1.13824558258
0.000113964080811,3.81469726562e-06,0.000107288360596,0.982951164246,0.132332086563,1.12991309166
0.000114440917969,3.57627868652e-06,0.00010871887207,0.94212603569,0.12048125267,1.07791137695
0.00011420249939,3.81469726562e-06,0.000109910964966,0.963577508926,0.116575241089,1.09489107132
0.000130653381348,3.81469726562e-06,0.000110387802124,0.935083389282,0.118019580841,1.06862640381
0.00012469291687,3.81469726562e-06,0.000109195709229,0.966557264328,0.127707242966,1.11556625366
0.000132083892822,3.57627868652e-06,0.000109910964966,0.929167747498,0.125749111176,1.06948804855
0.000175952911377,4.05311584473e-06,0.000110626220703,0.942156791687,0.116098165512,1.07275295258
0.000114917755127,3.81469726562e-06,0.000109195709229,0.890897750854,0.130390405655,1.03588628769
